Inst.  Date     Time      X   Y  Dist. Counts   Geog.Pos.    Geomag.Pos.    MLT
WIC_2000_0918_06:20:54  101 133  50985  3331  50.68 264.91  61.03 331.66  23.80
WIC_2000_0918_10:07:36  139 113  46827  2550  62.53 221.69  64.49 273.65  23.59
WIC_2000_0918_17:55:43   87 116  41075  3536  69.29 102.39  63.90 174.88   0.98
WIC_2000_0918_19:01:03   96 119  46572  6117  68.66  81.78  63.66 155.98   0.82
WIC_2000_0919_09:47:48   95 125  48550  3736  62.97 214.85  63.49 267.15  22.85
WIC_2000_0919_12:41:24  111 135  51520 14250  65.90 155.78  59.79 220.79  22.73
WIC_2000_0919_22:09:33  110 176  39641  3234  64.96 335.37  66.30  65.75  21.90
WIC_2000_0919_23:35:18  110 150  47039  4460  63.74 340.79  64.13  69.38  23.55
WIC_2000_0920_02:51:21  108 166  51586  3168  55.80 277.45  66.49 350.87  21.59
WIC_2000_0920_03:26:05  102 162  50789  2753  53.98 278.07  64.74 351.79  22.23
WIC_2000_0920_12:09:17   97 145  37970  6608  73.42 149.98  67.60 212.05  21.58
WIC_2000_0920_16:49:02  137 138  51791  2741  76.92  38.14  72.50 125.51  20.49
WIC_2000_0921_03:14:19   91 165  43250  6165  58.49 281.28  68.91 357.22  22.41
WIC_2000_0921_04:38:03   87 124  48979  5949  57.32 293.31  66.52  15.56   1.02
WIC_2000_0921_08:43:07  135 137  48808  3122  67.36 210.23  67.06 259.87  21.34
WIC_2000_0921_18:19:21  122 140  47138  1960  71.92  55.60  67.19 134.35  22.69
WIC_2000_0921_19:16:32  157 143  50059  3853  73.23  23.84  69.68 110.74  22.06
WIC_2000_0922_06:36:56   19 128  36233  8835  55.77 263.70  65.88 329.03  23.92
WIC_2000_0922_11:14:38   95 121  51891  2818  70.11 189.34  66.72 241.92  22.64
WIC_2000_0922_20:30:28   83 177  33476  1458  70.53 349.55  70.03  82.37  21.39
WIC_2000_0922_23:09:43  121 155  48460  2485  65.29 331.62  67.28  62.78  22.70
WIC_2000_0923_00:53:52  133 138  51762  3158  66.01 325.15  69.17  57.51   0.06
WIC_2000_0923_02:48:13  116 154  50376  2490  58.76 283.71  69.00   1.18  22.24
WIC_2000_0923_11:41:32  107 139  40499  3481  72.71 161.14  67.22 220.41  21.68
WIC_2000_0923_15:05:45  159 133  51739  3550  73.88 104.42  68.19 176.27  22.13
WIC_2000_0923_16:27:25  114 117  51348  3851  72.98 114.07  67.20 184.51   0.04
WIC_2000_0924_05:48:14  114 139  51901  3521  58.00 257.60  67.27 319.21  22.46
WIC_2000_0924_06:55:37   92 110  51006  3120  57.36 266.87  67.68 333.70   0.56
WIC_2000_0924_15:38:43   72 142  37002  8537  69.53 106.51  64.04 178.58  22.80
WIC_2000_0924_19:13:07  123 112  51421  3548  67.08  80.44  62.17 154.46   0.93
WIC_2000_0924_20:08:14  103 140  51893  5850  65.52  32.54  61.54 111.64  22.98
WIC_2000_0925_06:45:40   66 144  42700  3292  58.87 243.43  65.56 299.50  22.12
WIC_2000_0925_08:11:26  110 137  48774  4699  64.08 219.88  65.65 270.85  21.60
WIC_2000_0925_10:18:03  130 121  51899  3570  64.66 203.55  63.12 256.65  22.68
WIC_2000_0925_19:52:10   56 169  35149  4998  66.49  21.89  63.00 103.57  22.18
WIC_2000_0925_23:42:54  128 162  51456  4189  58.41 320.44  62.18  48.34  22.28
WIC_2000_0926_02:36:28  113 131  48696  3297  57.99 312.20  63.49  39.65   0.62
WIC_2000_0926_11:39:55   92 110  44947  3506  65.19 194.68  62.26 249.52  23.62
WIC_2000_0926_13:54:42  148 141  51414  4634  70.05 114.51  64.38 185.59  21.74
WIC_2000_0927_00:09:39   42 183  33720  4398  61.27 316.59  65.97  45.87  22.55
WIC_2000_0927_02:59:06   99 152  49062  2356  56.34 288.30  66.25   7.94  22.89
WIC_2000_0927_04:59:35  127 148  51893  3845  57.71 257.99  67.05 319.88  21.71
WIC_2000_0927_17:27:12  129 141  49702  5714  73.08  53.16  68.34 133.12  21.74
WIC_2000_0928_07:53:16  109 126  50182  3205  61.96 233.90  66.56 286.45  22.38
WIC_2000_0928_10:30:30  106 128  51061  4564  69.92 184.87  66.01 239.00  21.74
WIC_2000_0929_02:32:31  133 142  45805   702  59.13 301.10  66.95  26.82  23.71
WIC_2000_0929_09:59:57   80  99  40399  1628  66.85 227.14  69.87 275.38  23.66
WIC_2000_0929_11:29:47   98  84  47704  4790  63.77 220.69  65.50 271.83   0.96
WIC_2000_0929_12:16:45  121 135  50010  3624  70.49 147.75  64.51 212.42  21.85
WIC_2000_0930_00:23:55   75 130  41422  4109  64.08 343.56  64.08  71.86   0.53
WIC_2000_0930_01:25:10   90 137  46520  6367  59.51 322.28  62.96  50.64   0.15
WIC_2000_0930_05:42:27   73 104  50092  4918  52.38 283.73  62.89   0.45   1.16
WIC_2000_0930_13:52:46   50 142  36331 13090  64.43 133.69  58.31 203.65  22.96
WIC_2000_0930_16:44:16  120 138  49992  5571  67.82  79.65  62.89 153.86  22.37
WIC_2000_0930_20:06:25  112 137  49686  4190  65.26  32.76  61.26 111.69  22.96
WIC_2000_1001_03:35:54    4 164  32067  9513  57.39 281.60  67.85 357.63  22.84
WIC_2000_1001_04:45:18   70 163  40761  7010  56.72 256.27  65.82 317.70  21.35
WIC_2000_1001_10:03:50  118 118  50326  1852  65.65 204.35  64.28 256.58  22.49
WIC_2000_1001_20:06:24  103 124  46475  4625  71.41  45.45  66.95 125.75  23.90
WIC_2000_1001_21:48:30  141 130  51140  2968  70.00   9.86  67.40  97.03  23.66
WIC_2000_1002_08:15:36   10 118  33785  4570  63.38 234.43  68.05 286.00  22.73
WIC_2000_1002_12:24:42  134  78  51578  1634  62.58 211.56  62.46 264.57   1.51
WIC_2000_1002_22:21:10   28 150  32578  8100  66.17 359.00  64.40  85.51  23.43
WIC_2000_1003_01:57:34   94 140  50609  8174  54.06 309.02  60.17  34.75  23.65
WIC_2000_1003_02:40:28  110 147  51603  8652  51.62 292.97  61.02  13.87  23.00
WIC_2000_1003_05:50:21   88 125  47135  3188  50.06 263.95  60.32 330.33  23.31
WIC_2000_1003_12:36:55   21 148  32845 14725  64.21 147.70  57.90 215.22  22.46
WIC_2000_1003_15:14:08  132 117  48085  4317  64.38 128.39  58.40 199.09  23.90
WIC_2000_1004_04:28:36   60 148  43910  2802  51.02 276.33  61.91 348.99  23.17
WIC_2000_1004_06:14:47  111 171  50244  6860  53.75 244.90  60.81 303.62  21.95
WIC_2000_1004_09:22:38  114 160  49977  5243  60.59 196.47  57.75 253.45  21.63
WIC_2000_1004_17:18:36   34 159  34789 14876  64.46  83.75  59.59 157.20  23.23
WIC_2000_1004_19:53:46  111 128  48717 12617  62.93  57.48  58.41 132.32   0.13
WIC_2000_1004_21:23:37  144 112  51620 10969  63.86  54.76  59.36 130.12   1.45
WIC_2000_1005_08:23:19   49 155  40808 11693  54.41 216.39  55.20 273.20  22.02
WIC_2000_1005_09:14:21   66 129  45346  6484  56.59 218.88  57.57 274.34  22.90
WIC_2000_1005_11:06:40  132 144  50996  5324  63.79 179.74  58.95 239.34  22.45
WIC_2000_1005_22:06:24   82 201  37352  7755  58.21 334.41  59.14  60.91  21.55
WIC_2000_1006_12:24:10   76 142  37816  1855  73.11 152.61  67.34 214.16  22.19
WIC_2000_1007_01:57:04   20 175  32343  2212  57.93 295.06  66.83  18.22  22.55
WIC_2000_1007_04:19:57   87 140  47013  1591  54.66 281.71  65.23 357.55  23.61
WIC_2000_1007_07:23:43   88 123  51701  3702  56.65 250.39  64.75 309.53  23.51
WIC_2000_1007_17:40:34   98 150  42893  3794  68.21  66.54  63.44 142.07  22.60
WIC_2000_1008_08:57:34  110 133  47620  1587  65.91 214.39  66.38 264.58  22.00
WIC_2000_1008_22:42:42  107 179  45703  4447  60.91 323.87  64.12  52.87  21.60
WIC_2000_1009_15:13:14  161 150  51590  2312  72.03  95.03  66.62 168.28  21.90
WIC_2000_1010_02:41:34   74 151  43366  2166  56.54 295.82  65.36  18.90  23.37
WIC_2000_1010_05:57:36  113 139  51853  2774  52.58 256.93  61.87 319.81  22.78
WIC_2000_1010_07:53:59   94 130  49460  1867  56.57 237.39  62.00 293.48  22.95
WIC_2000_1010_21:41:11  124 104  50468  1763  70.07  47.80  65.60 126.81   1.52
WIC_2000_1011_12:05:09  117 104  50139  2549  65.94 187.20  62.06 243.55  23.85
WIC_2000_1012_00:02:06  139 166  51474  4090  59.70 302.86  67.17  29.32  21.33
WIC_2000_1012_13:35:02  131 139  50418  5255  73.32 115.16  67.51 185.32  21.61
WIC_2000_1013_00:43:01   47 188  36036  5350  55.61 296.67  64.29  19.83  21.38
WIC_2000_1013_15:29:29   80 131  39875  2015  67.96 106.46  62.54 178.70  22.88
WIC_2000_1013_17:54:28  113 108  50112  3882  67.00  94.42  61.87 167.53   0.53
WIC_2000_1013_20:37:50  118 145  50880  1866  65.48  10.07  62.69  93.60  22.27
WIC_2000_1014_06:52:44   71 113  46028  3650  53.73 250.47  61.89 310.71  23.14
WIC_2000_1014_09:56:31   97 116  51804  9912  61.92 202.76  60.16 257.73  22.54
WIC_2000_1014_21:39:15  112 113  48094  5244  65.08  30.56  61.16 109.78   0.35
WIC_2000_1015_13:00:30  134 110  50893  2188  71.08 166.87  65.77 225.70  23.74
WIC_2000_1015_15:17:19  121 131  50936  1786  72.03 100.04  66.54 172.66  22.31
WIC_2000_1016_00:47:20   66 148  42109  4101  58.13 314.74  63.12  42.44  22.96
WIC_2000_1016_16:41:18  130 143  49133  2315  70.47  64.60  65.63 141.21  21.57
WIC_2000_1017_08:41:26  142 107  51816  3777  64.96 230.07  68.66 280.06  22.84
WIC_2000_1017_20:14:02  105 134  45992  5096  70.11  24.12  66.55 107.96  22.83
WIC_2000_1017_23:42:21   92 146  51541  3001  60.82 322.53  64.29  51.54  22.48
WIC_2000_1018_00:43:37  107 136  49914  1210  63.54 316.91  68.23  47.55  23.24
WIC_2000_1018_09:57:23   96  95  43411  4006  64.98 218.49  66.25 268.91  23.32
WIC_2000_1018_12:59:09  161 117  51753  2744  73.93 153.41  68.21 214.05  22.97
WIC_2000_1019_01:43:18   96 127  49416  2903  58.45 309.06  64.67  36.32  23.53
WIC_2000_1019_05:15:42   87 120  49740  1923  56.75 263.09  66.75 327.89  22.64
WIC_2000_1019_13:40:30   71 102  38946  4452  69.95 153.76  64.05 217.19  23.90
WIC_2000_1019_15:38:58  125 106  48531  3295  72.93 127.64  66.99 195.58   0.20
WIC_2000_1019_16:13:41  137 144  50092  4486  72.12  61.52  67.25 139.38  21.00
WIC_2000_1020_04:37:28   62 101  43263  3890  57.81 286.48  67.85   5.41   0.48
WIC_2000_1021_13:06:45  116 107  51548  2013  73.12 162.99  67.73 221.33  23.62
WIC_2000_1022_01:34:43  125 117  50909  3339  65.31 319.59  69.50  51.56   0.39
WIC_2000_1022_13:40:15   96 132  43875  6771  70.03 119.79  64.26 190.17  22.13
WIC_2000_1022_15:42:49  128 123  50743  5918  68.90  99.98  63.58 172.70  22.75
WIC_2000_1022_17:12:42  111 115  51778  3001  70.54  85.61  65.37 159.77  23.34
WIC_2000_1023_05:06:02   95 131  48710  5205  58.91 252.91  67.40 312.06  21.44
WIC_2000_1023_20:07:21  125 132  50639  2394  70.02  19.68  66.72 104.48  22.48
WIC_2000_1023_21:45:23   97 113  51739  1342  70.99  19.36  67.72 105.11   0.13
WIC_2000_1024_08:00:47   55  82  41953  3095  60.76 247.16  68.14 303.24  23.80
WIC_2000_1024_08:35:30   82 122  44967  8605  66.53 206.14  65.49 257.31  21.27
WIC_2000_1024_10:23:47  120 121  50714  3859  68.61 180.02  64.13 236.65  21.67
WIC_2000_1024_21:20:07   46 160  36071  2828  64.84 345.12  64.67  73.65  21.61
WIC_2000_1024_22:17:18   75 155  42264  5386  64.13 330.39  66.28  60.83  21.70
WIC_2000_1025_17:19:51  119 120  50747  1227  74.70  72.56  69.44 149.83  22.79
WIC_2000_1026_01:59:20   27 169  37253  4929  58.10 273.09  68.69 343.74  20.30
WIC_2000_1026_19:56:32  133 121  51532  3489  71.88  33.60  67.85 116.77  23.11
WIC_2000_1027_07:21:31   67 101  42974  3321  62.95 239.79  68.77 292.51  22.48
WIC_2000_1027_08:33:01   93  84  48136  3292  63.11 242.05  69.39 295.16  23.78
WIC_2000_1027_09:38:24  126  90  50846  3787  66.69 226.74  69.64 275.13  23.48
WIC_2000_1027_21:56:30   84 120  44751  3295  70.89   3.42  68.87  93.13  23.50
WIC_2000_1027_23:28:26  102 130  50061  2615  65.95 329.87  68.27  61.76  22.91
WIC_2000_1028_10:10:35    4  87  31120  9763  68.47 203.94  67.10 253.96  22.62
WIC_2000_1029_01:34:36   22 111  40157  5022  53.45 314.24  58.30  40.23  23.62
WIC_2000_1029_03:14:43   62 130  48124  7194  47.39 277.58  58.38 350.77  22.10
WIC_2000_1029_19:01:16  109 136  51443  5079  64.66  28.35  60.81 107.74  21.60
WIC_2000_1030_05:45:28   40  60  38265  4072  55.11 283.41  65.55   0.26   1.37
WIC_2000_1030_09:15:54  116  87  51453  2941  64.14 229.26  67.69 279.90  23.44
WIC_2000_1031_10:20:54   61 111  39125  1661  68.20 182.19  63.90 238.47  21.78
WIC_2000_1031_14:46:30   98 124  51713  3839  73.14  98.34  67.60 171.17  21.91
WIC_2000_1101_05:48:11   80  93  50867  1816  58.82 265.67  68.98 331.49  23.51
WIC_2000_1101_17:09:12  122 101  49624  3021  70.96  97.08  65.58 170.06  23.96
WIC_2000_1102_07:50:30  111  87  50621  2455  61.03 242.70  67.52 297.35  23.29
WIC_2000_1102_09:10:12  139  80  51795  2054  63.20 236.42  68.30 288.39  23.93
WIC_2000_1103_13:19:15  144 102  51744  2249  73.66 156.10  68.01 216.13  23.60
WIC_2000_1104_04:49:37   72 100  51074  1197  52.22 268.38  62.83 336.71  22.82
WIC_2000_1104_17:01:47  114 116  51048  5780  69.17  73.85  64.25 148.91  22.44
WIC_2000_1105_04:08:35   28  81  38703  5178  53.31 286.19  63.56   4.29  23.93
WIC_2000_1105_08:11:46  130 106  51788  1444  66.18 217.65  67.29 267.16  21.62
WIC_2000_1105_17:46:37   23 117  34191 10878  71.19  58.45  66.42 136.32  22.29
WIC_2000_1105_21:19:08  114 102  50769  4989  68.91  26.23  65.24 108.66  23.88
WIC_2000_1106_09:25:13   82 133  43567  6545  71.05 164.60  65.62 224.15  19.91
WIC_2000_1106_10:49:01  115 106  49104  5822  69.64 177.96  65.04 234.45  22.05
WIC_2000_1106_13:01:51   92 109  51736  5910  67.69 139.35  61.58 207.28  22.72
WIC_2000_1106_22:20:24   22  84  34995  8660  61.87  11.68  58.73  92.74  23.82
WIC_2000_1106_23:33:57  108  62  43110  6244  67.33  42.82  63.04 121.15   2.91
WIC_2000_1107_03:18:45   54  93  51713  2326  52.12 293.14  61.48  14.20  23.72
WIC_2000_1107_12:41:24   35 112  35924  7444  67.22 137.63  61.11 206.06  22.27
WIC_2000_1107_14:29:42   90 124  46390  5308  70.53  98.04  65.16 170.92  21.69
WIC_2000_1108_16:38:31   17  89  31615  3673  71.40  97.07  65.99 170.06  23.47
WIC_2000_1108_17:41:50   64  88  39774  5797  70.47  88.52  65.26 162.37  23.94
WIC_2000_1108_18:37:01   85 115  44884  4324  71.25  46.05  66.79 126.13  22.40
WIC_2000_1108_19:21:59   97 107  47916  3114  70.77  45.35  66.34 125.24  23.06
WIC_2000_1109_23:25:17   84 180  46373  3860  54.52 276.45  65.29 349.24  17.96
WIC_2000_1110_11:27:25    1 124  32670 13722  65.16 142.89  58.92 211.06  21.22
WIC_2000_1110_16:21:44  130 101  51778  1588  67.31  96.27  62.13 169.27  23.17
WIC_2000_1111_04:38:09   73 102  48980  3609  57.38 262.78  67.33 327.26  21.99
WIC_2000_1111_17:31:23   84 104  43621  5068  70.81  71.37  65.84 147.23  22.76
WIC_2000_1111_19:48:20  108 132  51015  2576  66.92   4.02  64.72  89.96  21.11
WIC_2000_1112_06:34:52   15  66  36171  6212  57.75 251.74  66.08 310.92  22.99
WIC_2000_1112_09:28:36  122  57  49952  4816  59.29 245.50  66.40 301.87   1.16
WIC_2000_1113_12:36:55  101 100  45512  3480  72.60 151.04  66.76 213.44  22.70
WIC_2000_1113_13:30:04  121  98  48787  3635  73.79 145.65  67.89 208.67  23.33
WIC_2000_1113_15:06:09  132 117  51636  3981  71.11  91.76  65.81 165.34  21.83
WIC_2000_1114_02:47:53   77  77  45291  4251  63.14 312.52  68.69  42.56   1.04
WIC_2000_1114_15:00:21   29  86  31987  4535  75.02 122.49  69.05 190.54  23.44
WIC_2000_1114_19:13:49  128  99  51350  2257  73.15  57.43  68.31 136.61  23.65
WIC_2000_1114_21:32:49  104 107  50006  1858  70.75   3.49  68.72  93.04  23.01
WIC_2000_1115_07:16:02   87  86  45311  4533  66.14 233.79  70.58 282.96  21.83
WIC_2000_1115_20:23:41   61 109  39177  2320  74.66  16.81  71.54 107.42  22.83
WIC_2000_1116_01:18:04   95 100  51266  1799  65.57 313.77  70.86  45.64  23.61
WIC_2000_1119_10:29:26   88 106  43359  3081  72.27 166.75  67.02 224.63  21.07
WIC_2000_1120_06:17:56   94  85  48219  1578  60.26 244.52  67.14 300.10  21.98
WIC_2000_1121_07:58:44  127  71  51526  2792  61.38 241.36  67.58 295.48  23.35
WIC_2000_1121_17:54:21   53 110  33245  3349  79.60  47.69  74.57 135.84  22.30
WIC_2000_1121_23:31:42   96 102  51355  2476  62.15 328.22  64.59  57.59  22.54
WIC_2000_1122_11:56:34  153 100  50935  4167  73.06 157.39  67.43 217.54  22.23
WIC_2000_1123_03:11:10   99 113  51749  2163  57.46 263.79  67.51 328.81  20.50
WIC_2000_1123_15:58:32  111 101  50133  1872  70.48  88.73  65.27 162.56  22.36
WIC_2000_1124_04:50:01   80  68  45681  2514  57.63 275.34  68.27 347.44  23.52
WIC_2000_1124_08:51:19   91  83  50813  2066  64.47 210.74  64.23 262.60  21.97
WIC_2000_1124_19:48:18  117  77  48446  3081  69.70  66.89  64.86 142.90   0.55
WIC_2000_1124_22:44:10  121  70  51299  7690  66.95  34.80  62.90 114.29   1.52
WIC_2000_1125_13:09:44  103  96  51050  2155  72.59 138.84  66.61 204.45  22.70
WIC_2000_1125_23:13:35  113  71  44267  3109  70.51  22.75  67.03 107.26   1.52
WIC_2000_1126_06:00:32  140  50  42039  5043  56.74 268.68  67.22 336.69   0.09
WIC_2000_1126_15:48:02  135  81  51240  5693  68.31 117.68  62.61 188.75  23.95
WIC_2000_1126_18:33:40  117  69  49084  4467  65.53  86.14  60.59 159.60   0.45
WIC_2000_1127_03:54:35   48  73  45296  4090  50.06 274.81  60.99 346.65  22.44
WIC_2000_1127_07:25:13   95  51  51527  9048  52.89 254.16  61.72 315.92   0.17
WIC_2000_1127_18:03:51  108  68  44940  2864  67.25  92.04  62.15 165.31   0.37
WIC_2000_1127_23:04:29  102  89  48943  4037  65.48 346.42  65.17  75.17  23.21
WIC_2000_1128_09:16:32   91  78  48677 11109  62.13 202.37  60.31 257.30  22.00
WIC_2000_1128_11:04:56  137  82  51693  4613  68.04 184.36  63.96 240.10  22.74
WIC_2000_1128_12:49:14  123  67  50163  5121  67.03 187.88  63.29 243.32   0.92
WIC_2000_1129_01:04:01   82 142  51561  6230  50.57 267.33  61.14 335.27  18.57
WIC_2000_1129_10:57:42   45  36  33321  9414  62.39 198.75  59.97 254.29  23.55
WIC_2000_1130_08:04:13  123  76  48744  2655  66.13 228.30  69.42 277.21  22.21
WIC_2000_1130_15:02:04    8  77  29755  3524  73.87 112.64  68.07 183.09  22.95
WIC_2000_1130_22:56:31  133  80  46507  3963  68.26   1.18  66.39  88.90  23.97
WIC_2000_1201_10:22:15  140  91  51728  3488  71.09 183.27  67.08 236.86  21.74
WIC_2000_1201_13:05:52  129  91  46809  3459  72.15 139.03  66.16 204.86  22.64
WIC_2000_1202_14:30:46  138  92  51595  3240  72.29 121.14  66.43 190.59  23.02
WIC_2000_1203_02:45:37   82  85  47443  3365  58.60 284.04  68.83   1.68  22.15
WIC_2000_1203_07:01:17  104  82  49333  3323  63.40 228.32  66.75 279.50  21.33
WIC_2000_1203_14:33:55   36  64  33142  4880  71.77 133.33  65.79 200.65  23.73
WIC_2000_1203_18:12:44  112  97  50690  4078  67.02  47.67  62.61 125.10  21.77
WIC_2000_1203_23:05:14  153  77  41682  2195  66.10 350.97  65.24  79.23  23.44
WIC_2000_1204_04:55:35    5  88  34231  5038  59.27 241.17  65.49 296.50  20.17
WIC_2000_1204_07:51:28  109  71  49413  4188  62.09 228.34  65.48 280.46  22.21
WIC_2000_1204_11:22:09  118  99  49632  3257  72.03 150.96  66.17 213.80  21.29
WIC_2000_1204_20:04:18   79  74  40761  3645  70.64  47.09  66.17 126.58  23.63
WIC_2000_1205_11:41:41  125  75  47464  3405  70.58 186.10  66.84 239.26  23.35
WIC_2000_1205_13:26:01  153  76  51400  3405  70.57 170.92  65.48 228.88   0.57
WIC_2000_1205_15:38:58  114 110  50061  2182  72.26  69.04  67.24 145.79  20.93
WIC_2000_1205_16:42:22  132  92  46760  5382  74.24  84.45  68.82 159.50  22.71
WIC_2000_1205_23:40:14   55  55  34861  2155  68.29   0.28  66.51  88.24   0.59
WIC_2000_1206_06:17:03  110  64  49047  4821  59.78 254.05  68.44 313.31  22.78
WIC_2000_1206_15:17:38  110  74  43709  2817  71.78 130.50  65.83 198.39   0.15
WIC_2000_1206_20:36:44  119  84  48768  4766  68.58  27.03  64.86 109.06  22.97
WIC_2000_1206_22:55:47  122  79  37212  4825  66.19 342.79  66.44  72.83  22.83
WIC_2000_1207_09:10:03  105  61  51643  5787  61.49 225.57  64.29 278.09  23.26
WIC_2000_1207_10:50:17  127  79  48784  3037  69.98 186.32  66.23 239.94  22.42
WIC_2000_1207_21:47:29  110  87  50601  8701  64.22 359.93  62.23  84.85  22.50
WIC_2000_1208_02:09:19  149  55  44612  7444  64.03 340.91  64.42  69.68   1.97
WIC_2000_1208_10:16:44  117  50  45103  3428  62.08 222.53  64.22 274.75   0.13
WIC_2000_1208_13:33:06  119  68  51675  4552  67.43 182.66  63.13 239.33   1.37
WIC_2000_1208_16:16:46  142  87  45113  8471  70.15  85.90  65.01 159.96  22.37
WIC_2000_1209_01:05:06   82  76  47447  4828  61.44 315.90  66.28  45.24  23.16
WIC_2000_1209_05:26:56   87  65  49025  8036  55.97 255.37  64.95 316.66  22.06
WIC_2000_1209_14:54:09  102  95  45809  1660  73.71 101.38  68.08 173.73  22.19
WIC_2000_1209_19:13:57  130  70  50139  3147  68.37  80.67  63.40 154.91   0.67
WIC_2000_1209_21:06:27  142 101  43324  4482  69.95 352.97  69.02  84.30  21.78
WIC_2000_1210_08:50:44  108  54  51184  5498  59.59 238.53  65.24 293.18  23.95
WIC_2000_1210_17:41:09   36  90  35874  3708  72.13  53.59  67.43 132.83  21.76
WIC_2000_1210_19:39:47  106  86  47007  5553  70.15  37.18  66.00 118.24  22.63
WIC_2000_1211_01:31:38  108  88  43552  3635  59.70 290.25  69.23  11.64  21.38
WIC_2000_1211_02:04:22  126  99  40452  5082  60.26 272.88  70.73 343.22  20.08
WIC_2000_1211_07:20:01    4  66  30912  6160  70.68 225.04  73.09 268.95  20.90
WIC_2000_1211_11:00:55  126  94  50268  4738  74.42 165.54  69.22 221.75  21.38
WIC_2000_1211_21:27:33   44  42  29901  6088  71.41  56.40  66.68 134.72   1.47
WIC_2000_1212_16:03:01  152  83  51220  2173  76.27 120.69  70.26 188.54   0.06
WIC_2000_1212_19:13:16  137  86  47788  2346  72.52  50.46  67.88 130.56  23.01
WIC_2000_1216_08:43:34  134  64  47428  1543  66.46 230.04  70.10 278.67  22.83
WIC_2000_1216_17:40:09   98  80  45737  2260  72.06  78.77  66.90 154.07  23.11
WIC_2000_1216_18:33:21  127  86  48922  4775  75.63  75.66  70.24 152.77  23.83
WIC_2000_1217_05:49:07    3  77  32422  2204  66.77 226.71  69.71 275.03  19.64
WIC_2000_1217_13:29:25  138  78  46266  6720  72.60 150.22  66.75 212.84  23.48
